customer_id,name,governorate,contract_type,tenure_months,consumption_kwh,monthly_charges,payment_arrears,complaints_count,meter_reading_issues,fraud_flag
EGY00008933,خالد حسين,شمال سيناء,صناعي,48,387.56,199.63,2,6,0,1
EGY00008934,خالد حسن,جنوب سيناء,سكني,27,594.97,476.34,0,0,0,0
EGY00008935,ماجد محمد,أسيوط,سكني,9,932.73,646.99,11,0,1,0
EGY00008936,نور فؤاد,أسوان,تجاري,7,588.6,736.56,0,2,0,0
EGY00008937,محمد إبراهيم,جنوب سيناء,سكني,14,832.35,630.56,0,0,0,0
EGY00008938,يوسف السيد,الوادي الجديد,صناعي,22,2688.16,2637.5,1,2,0,0
EGY00008939,أمل الشريف,شمال سيناء,زراعي,87,1446.64,704.89,1,0,0,0
EGY00008940,مصطفى السيد,شمال سيناء,سكني,31,302.48,93.84,11,0,0,1
EGY00008941,محمود علي,الإسماعيلية,تجاري,69,1585.28,1932.16,0,0,0,0
EGY00008942,نور الشريف,القاهرة,سكني,84,302.83,227.79,1,5,0,0
EGY00008943,علي خليل,جنوب سيناء,سكني,28,884.36,655.57,0,0,0,0
EGY00008944,عمر حسين,كفر الشيخ,سكني,9,258.76,248.26,2,4,1,0
EGY00008945,سامي فؤاد,البحر الأحمر,سكني,19,946.88,668.77,0,0,0,0
EGY00008946,خالد علي,القليوبية,سكني,38,235.89,229.21,6,4,0,0
EGY00008947,هشام علي,كفر الشيخ,سكني,31,899.96,679.89,0,0,0,0
EGY00008948,يوسف السيد,الشرقية,صناعي,67,665.1,351.28,0,4,3,1
EGY00008949,عائشة نصر,الإسكندرية,سكني,14,117.59,141.22,0,6,1,0
EGY00008950,سارة البدوي,السويس,سكني,51,697.23,536.43,0,0,0,0
EGY00008951,يوسف عثمان,البحر الأحمر,سكني,5,414.55,120.77,4,0,0,1
EGY00008952,دينا صالح,جنوب سيناء,تجاري,110,999.18,823.94,0,5,0,1
EGY00008953,سارة علي,القليوبية,سكني,54,689.37,480.16,0,0,0,0
EGY00008954,عبدالله أحمد,قنا,تجاري,6,1241.13,1522.14,0,6,0,0
EGY00008955,نور أحمد,بني سويف,سكني,17,355.87,265.24,6,0,0,0
EGY00008956,إبراهيم المصري,البحر الأحمر,سكني,65,678.19,478.06,5,0,0,0
EGY00008957,فاطمة علي,دمياط,سكني,21,79.95,63.01,0,0,0,1
EGY00008958,هشام الشريف,المنيا,سكني,120,822.52,606.9,10,0,0,0
EGY00008959,أمل البدوي,شمال سيناء,سكني,48,668.42,457.76,0,0,0,0
EGY00008960,نور حسين,الفيوم,سكني,32,355.8,128.72,0,0,3,1
EGY00008961,وليد فهمي,أسوان,سكني,31,57.29,84.05,7,0,0,1
EGY00008962,مريم صالح,سوهاج,تجاري,71,1764.58,2189.72,0,0,3,0
EGY00008963,زينب أحمد,سوهاج,صناعي,64,3184.03,1534.61,0,0,0,1
EGY00008964,يوسف سالم,القاهرة,سكني,36,401.82,358.9,10,5,0,0
EGY00008965,محمود البدوي,الفيوم,حكومي,22,4730.25,3813.16,0,3,0,0
EGY00008966,طارق الشريف,جنوب سيناء,تجاري,27,1870.15,2278.43,11,0,0,0
EGY00008967,وليد خليل,الوادي الجديد,سكني,68,499.57,366.13,0,0,0,0
EGY00008968,يوسف الشريف,شمال سيناء,سكني,8,346.17,171.86,0,0,1,1
EGY00008969,هشام عباس,الدقهلية,سكني,120,874.07,635.46,0,1,0,0
EGY00008970,كريم صالح,مطروح,تجاري,32,2212.24,2675.23,0,4,0,0
EGY00008971,سارة المصري,الفيوم,صناعي,7,6164.02,5927.13,3,1,2,0
EGY00008972,محمد سالم,الفيوم,سكني,2,546.94,409.05,0,2,0,0
EGY00008973,أمل أحمد,أسوان,سكني,25,544.67,430.92,0,0,0,0
EGY00008974,شريف صالح,البحر الأحمر,سكني,81,305.02,162.88,2,0,3,1
EGY00008975,رامي حسن,مطروح,تجاري,2,1679.13,2074.09,0,0,0,0
EGY00008976,عائشة حسين,أسوان,سكني,13,511.28,248.94,7,0,0,1
EGY00008977,شريف سالم,القاهرة,صناعي,86,2574.3,1589.21,0,0,3,1
EGY00008978,نور الجمال,الدقهلية,سكني,6,37.37,38.44,0,2,0,1
EGY00008979,عادل فؤاد,شمال سيناء,تجاري,27,1188.9,1489.31,0,6,0,0
EGY00008980,عادل سالم,الوادي الجديد,سكني,35,398.73,329.38,0,6,1,0
EGY00008981,رامي حسن,جنوب سيناء,سكني,120,229.9,238.32,4,3,0,0
EGY00008982,سارة البدوي,القليوبية,سكني,1,399.32,301.08,0,0,0,0
EGY00008983,عادل صالح,قنا,سكني,18,521.19,400.13,0,0,4,0
EGY00008984,كريم فؤاد,بني سويف,سكني,2,554.21,440.39,0,0,0,0
EGY00008985,إبراهيم نصر,أسيوط,سكني,97,801.37,592.04,0,0,0,0
EGY00008986,إبراهيم عبدالرحمن,البحر الأحمر,تجاري,41,1559.47,1907.45,0,0,3,0
EGY00008987,عبدالله سالم,المنيا,تجاري,5,366.12,491.19,8,0,0,0
EGY00008988,طارق محمد,الأقصر,سكني,9,380.32,179.13,0,0,3,1
EGY00008989,محمد الجمال,شمال سيناء,سكني,11,59.23,47.84,9,0,4,1
EGY00008990,طارق حسين,الأقصر,سكني,4,222.79,100.07,0,6,0,1
EGY00008991,كريم عباس,الأقصر,صناعي,6,4500.54,4333.63,0,0,0,0
EGY00008992,مريم البدوي,القاهرة,تجاري,17,989.57,1243.34,1,0,0,0
EGY00008993,ماجد عباس,مطروح,سكني,44,138.25,174.38,0,6,0,0
EGY00008994,إبراهيم عباس,الإسكندرية,سكني,9,302.72,227.11,7,3,0,0
EGY00008995,أحمد الجمال,جنوب سيناء,سكني,60,696.97,516.27,0,1,0,0
EGY00008996,عادل صالح,شمال سيناء,صناعي,54,1952.77,1903.03,0,0,0,0
EGY00008997,عائشة صالح,سوهاج,سكني,6,752.14,584.35,0,4,0,0
EGY00008998,عبدالله البدوي,الجيزة,تجاري,54,758.2,443.84,0,2,0,1
EGY00008999,زينب إبراهيم,البحر الأحمر,صناعي,41,1520.99,706.96,11,1,0,1
EGY00009000,نور البدوي,المنيا,سكني,38,922.93,654.93,0,0,0,0
EGY00009001,هشام صالح,الدقهلية,صناعي,5,5884.81,5634.68,10,0,0,0
EGY00009002,علي أحمد,الإسكندرية,تجاري,44,204.59,281.07,1,0,0,0
EGY00009003,عائشة حسن,سوهاج,تجاري,16,441.19,570.32,0,4,2,0
EGY00009004,زينب عبدالرحمن,الشرقية,سكني,48,505.07,263.65,0,1,0,1
EGY00009005,أحمد عباس,الدقهلية,تجاري,21,332.89,441.95,0,0,1,0
EGY00009006,محمود عبدالرحمن,أسوان,حكومي,30,2580.3,2120.57,0,0,0,0
EGY00009007,يوسف السيد,كفر الشيخ,سكني,53,974.95,702.68,7,0,0,0
EGY00009008,يوسف أحمد,الإسماعيلية,حكومي,11,876.2,766.28,0,0,0,0
EGY00009009,دينا البدوي,جنوب سيناء,سكني,58,797.52,595.48,10,0,0,0
EGY00009010,مريم محمد,المنوفية,سكني,50,443.92,152.25,6,0,0,1
EGY00009011,سامي محمد,جنوب سيناء,سكني,55,180.03,176.1,0,3,1,0
EGY00009012,مريم البدوي,الوادي الجديد,تجاري,62,1178.25,1452.45,0,0,3,0
EGY00009013,طارق محمد,الغربية,تجاري,48,1945.5,2426.35,4,3,0,0
EGY00009014,محمود إبراهيم,المنيا,سكني,16,105.2,93.99,8,0,0,1
EGY00009015,أمل حسين,البحيرة,سكني,5,511.95,396.39,0,2,0,0
EGY00009016,دينا سالم,الفيوم,تجاري,14,688.73,427.73,0,6,0,1
EGY00009017,فاطمة الشريف,الإسكندرية,سكني,112,166.88,112.43,3,0,0,1
EGY00009018,أحمد أحمد,قنا,تجاري,6,1366.25,1729.24,0,0,0,0
EGY00009019,عمر المصري,جنوب سيناء,سكني,56,323.51,267.49,0,2,0,0
EGY00009020,أمل عثمان,الأقصر,صناعي,55,3549.92,3401.91,8,0,0,0
EGY00009021,وليد عثمان,كفر الشيخ,سكني,5,707.54,534.37,0,6,3,0
EGY00009022,رنا نصر,المنوفية,سكني,120,281.58,230.19,0,6,0,0
EGY00009023,خالد فؤاد,جنوب سيناء,سكني,52,951.62,668.14,10,3,0,0
EGY00009024,عادل إبراهيم,بني سويف,حكومي,65,5938.8,4800.11,11,0,4,0
EGY00009025,فاطمة الشريف,الأقصر,تجاري,40,1620.36,1992.23,0,0,0,0
EGY00009026,مصطفى إبراهيم,سوهاج,سكني,27,451.0,382.23,8,0,0,0
EGY00009027,محمد خليل,بني سويف,سكني,19,356.44,146.26,0,0,0,1
EGY00009028,زينب فهمي,أسوان,صناعي,14,6034.86,5806.95,0,0,0,0
EGY00009029,نور فهمي,الأقصر,سكني,1,357.89,325.19,0,0,0,0
EGY00009030,خالد أحمد,المنيا,سكني,41,123.37,76.27,0,2,0,1
EGY00009031,إبراهيم عبدالرحمن,المنوفية,تجاري,39,427.82,563.03,10,0,0,0
EGY00009032,علي خليل,القليوبية,سكني,15,730.67,534.32,4,0,0,0
EGY00009033,علي الجمال,الجيزة,صناعي,20,3815.69,1605.33,0,6,4,1
EGY00009034,أمل حسين,دمياط,صناعي,32,1894.3,1861.9,0,4,0,0
EGY00009035,رنا البدوي,أسيوط,صناعي,53,3232.52,3170.32,0,0,0,0
EGY00009036,هشام خليل,الإسماعيلية,سكني,76,52.34,48.66,0,0,0,1
EGY00009037,سارة عبدالرحمن,البحر الأحمر,سكني,22,748.91,507.87,4,0,0,0
EGY00009038,رامي علي,الأقصر,سكني,6,805.43,621.36,0,0,0,0
EGY00009039,هشام سالم,الغربية,تجاري,36,2322.51,2844.39,7,0,1,0
EGY00009040,زينب عبدالرحمن,البحر الأحمر,سكني,120,702.09,524.31,3,0,0,0
EGY00009041,سارة البدوي,البحر الأحمر,تجاري,12,589.25,346.53,0,0,0,1
EGY00009042,حسن عباس,المنيا,سكني,63,517.38,405.94,0,0,0,0
EGY00009043,وليد عبدالرحمن,القاهرة,سكني,25,336.76,148.89,0,0,2,1
EGY00009044,محمد خليل,أسوان,سكني,13,178.35,73.99,2,2,4,1
EGY00009045,علي أحمد,القاهرة,سكني,26,312.93,177.36,0,2,4,1
EGY00009046,مصطفى عثمان,الدقهلية,سكني,4,659.97,471.55,0,0,0,0
EGY00009047,محمد إبراهيم,الإسماعيلية,سكني,67,422.78,295.29,11,0,0,0
EGY00009048,سامي محمد,الإسماعيلية,سكني,101,568.33,427.22,0,1,0,0
EGY00009049,سارة فؤاد,الإسكندرية,تجاري,12,320.55,174.28,6,0,4,1
EGY00009050,عمر علي,كفر الشيخ,سكني,76,87.88,80.94,4,0,0,1
EGY00009051,سارة الجمال,المنيا,سكني,1,288.34,131.26,0,5,2,1
EGY00009052,سامي علي,الشرقية,تجاري,41,412.71,311.37,0,5,0,1
EGY00009053,عمر حسين,الجيزة,صناعي,34,8068.94,7694.28,0,5,1,0
EGY00009054,نور عثمان,أسيوط,سكني,68,929.27,655.96,0,0,0,0
EGY00009055,وليد حسن,السويس,تجاري,36,2186.43,2651.25,0,0,3,0
EGY00009056,طارق البدوي,بني سويف,سكني,26,774.33,554.97,9,3,0,0
EGY00009057,خالد أحمد,سوهاج,سكني,12,443.92,316.19,0,0,2,0
EGY00009058,مريم أحمد,المنوفية,صناعي,53,5897.79,5641.91,0,1,2,0
EGY00009059,وليد عثمان,قنا,سكني,70,109.51,62.6,0,3,0,1
EGY00009060,ماجد السيد,كفر الشيخ,تجاري,1,882.02,1102.51,0,2,2,0
EGY00009061,عائشة نصر,البحيرة,سكني,21,285.92,166.58,10,0,0,1
EGY00009062,يوسف فهمي,قنا,سكني,6,139.18,77.21,0,5,1,1
EGY00009063,سامي محمد,البحيرة,سكني,23,919.39,667.3,0,3,0,0
EGY00009064,علي المصري,أسيوط,سكني,19,105.3,81.2,0,3,0,1
EGY00009065,دينا إبراهيم,الفيوم,سكني,43,422.7,361.65,0,0,0,0
EGY00009066,سارة علي,المنوفية,سكني,11,401.95,313.87,0,6,0,0
EGY00009067,أمل عثمان,الغربية,تجاري,70,1194.36,1494.56,0,5,0,0
EGY00009068,دينا صالح,الأقصر,تجاري,33,2053.28,2499.56,0,5,0,0
EGY00009069,أحمد حسن,القاهرة,سكني,120,189.73,89.57,0,3,2,1
EGY00009070,دينا خليل,البحر الأحمر,سكني,43,734.25,560.69,10,0,0,0
EGY00009071,دينا إبراهيم,الإسماعيلية,سكني,7,477.7,399.61,0,0,0,0
EGY00009072,إبراهيم أحمد,بني سويف,سكني,9,103.47,43.46,0,5,0,1
EGY00009073,إبراهيم فهمي,القليوبية,تجاري,25,510.29,679.53,6,6,1,0
EGY00009074,إبراهيم الشريف,مطروح,تجاري,28,954.37,1236.27,2,0,0,0
EGY00009075,رنا صالح,المنوفية,تجاري,19,186.56,247.22,0,0,0,0
EGY00009076,عمر البدوي,الوادي الجديد,سكني,12,870.37,610.85,9,0,0,0
EGY00009077,وليد خليل,السويس,صناعي,35,1132.44,1132.12,6,0,4,0
EGY00009078,خالد البدوي,البحر الأحمر,سكني,72,204.08,191.22,5,2,0,0
EGY00009079,محمود فؤاد,القليوبية,سكني,23,488.49,340.2,0,2,1,0
EGY00009080,علي عباس,الفيوم,تجاري,43,1386.53,1708.66,0,1,0,0
EGY00009081,دينا صالح,الوادي الجديد,سكني,5,237.2,249.48,0,3,0,0
EGY00009082,خالد محمد,الإسكندرية,سكني,9,191.66,155.08,0,2,1,0
EGY00009083,رامي صالح,جنوب سيناء,سكني,44,687.74,485.65,9,6,3,0
EGY00009084,حسن سالم,كفر الشيخ,تجاري,31,1796.33,2187.72,0,0,3,0
EGY00009085,هشام صالح,الدقهلية,سكني,4,222.72,148.88,10,0,0,1
EGY00009086,زينب عبدالرحمن,الوادي الجديد,سكني,17,298.9,261.08,0,0,0,0
EGY00009087,دينا علي,المنيا,سكني,5,609.62,435.93,0,0,0,0
EGY00009088,يوسف علي,الأقصر,صناعي,14,2821.87,1225.09,0,3,0,1
EGY00009089,رنا خليل,الدقهلية,سكني,19,443.78,336.47,0,0,0,0
EGY00009090,وليد عباس,مطروح,سكني,120,335.67,292.62,0,0,0,0
EGY00009091,سارة عبدالرحمن,دمياط,تجاري,89,206.14,313.65,0,0,0,0
EGY00009092,عبدالله سالم,شمال سيناء,سكني,32,162.36,182.21,0,3,0,0
EGY00009093,فاطمة سالم,البحيرة,سكني,46,421.4,230.99,5,2,0,1
EGY00009094,هدى خليل,بورسعيد,صناعي,22,1918.23,770.91,5,1,0,1
EGY00009095,شريف حسين,الدقهلية,سكني,65,458.55,385.47,0,0,0,0
EGY00009096,فاطمة حسين,بني سويف,سكني,10,90.94,98.78,0,4,0,1
EGY00009097,مصطفى الشريف,شمال سيناء,تجاري,120,1418.94,1746.32,11,2,1,0
EGY00009098,محمود أحمد,الأقصر,صناعي,16,2775.58,2664.15,0,0,0,0
EGY00009099,ماجد البدوي,الوادي الجديد,سكني,9,720.47,507.61,0,0,0,0
EGY00009100,يوسف المصري,الجيزة,تجاري,24,288.2,388.45,7,0,0,0
EGY00009101,محمود سالم,أسوان,سكني,13,548.46,447.97,3,0,0,0
EGY00009102,رنا عباس,الشرقية,سكني,5,888.21,656.17,11,0,0,0
EGY00009103,كريم أحمد,الجيزة,سكني,23,127.8,133.69,0,0,3,0
EGY00009104,دينا علي,البحر الأحمر,سكني,14,697.19,542.75,11,6,0,0
EGY00009105,سارة الشريف,أسيوط,تجاري,22,1149.13,1423.26,9,2,0,0
EGY00009106,مصطفى عبدالرحمن,قنا,سكني,1,75.62,34.85,0,0,0,1
EGY00009107,وليد إبراهيم,المنيا,سكني,31,204.6,226.18,7,0,0,0
EGY00009108,دينا إبراهيم,الشرقية,سكني,49,387.14,338.84,0,0,0,0
EGY00009109,هشام الجمال,الجيزة,سكني,16,948.87,663.28,0,0,0,0
EGY00009110,وليد علي,المنوفية,سكني,56,156.17,88.92,9,0,0,1
EGY00009111,ماجد أحمد,دمياط,حكومي,4,4411.46,3613.54,6,2,0,0
EGY00009112,إبراهيم صالح,القليوبية,تجاري,12,1200.95,1506.5,2,0,0,0
EGY00009113,سامي حسن,المنوفية,سكني,68,88.3,44.6,0,0,0,1
EGY00009114,رامي عبدالرحمن,شمال سيناء,سكني,34,740.92,548.29,2,6,1,0
EGY00009115,علي المصري,المنيا,سكني,4,91.03,78.58,0,5,3,1
EGY00009116,فاطمة عباس,قنا,حكومي,16,5646.67,4604.49,0,0,0,0
EGY00009117,محمد محمد,البحر الأحمر,حكومي,18,2348.09,1926.48,0,4,0,0
EGY00009118,عمر إبراهيم,السويس,سكني,37,131.22,138.71,0,0,0,0
EGY00009119,عبدالله عثمان,بورسعيد,تجاري,8,557.32,690.37,0,2,0,0
EGY00009120,كريم المصري,بورسعيد,سكني,32,293.78,288.51,0,6,0,0
EGY00009121,خالد عبدالرحمن,سوهاج,تجاري,120,1136.83,1412.99,0,6,4,0
EGY00009122,يوسف عثمان,البحر الأحمر,سكني,72,871.83,613.73,0,6,0,0
EGY00009123,زينب خليل,بورسعيد,سكني,79,657.02,471.24,0,0,0,0
EGY00009124,ماجد علي,جنوب سيناء,سكني,14,573.92,400.59,0,1,0,0
EGY00009125,دينا محمد,بني سويف,سكني,80,264.31,212.8,0,0,1,0
EGY00009126,زينب عبدالرحمن,جنوب سيناء,سكني,36,39.11,64.29,0,0,2,1
EGY00009127,كريم الشريف,مطروح,سكني,6,63.42,49.38,0,3,0,1
EGY00009128,أحمد السيد,المنيا,سكني,9,508.48,231.14,4,0,0,1
EGY00009129,محمد البدوي,الشرقية,سكني,5,870.51,610.11,0,0,0,0
EGY00009130,محمود أحمد,الجيزة,تجاري,24,1105.93,1369.34,0,0,0,0
EGY00009131,نور عباس,أسيوط,سكني,2,292.48,148.47,9,0,0,1
EGY00009132,محمود سالم,الإسكندرية,صناعي,7,8712.74,8369.18,0,0,0,0
EGY00009133,هدى خليل,كفر الشيخ,سكني,15,144.54,65.67,0,3,2,1
EGY00009134,سامي عثمان,المنوفية,تجاري,13,933.39,689.8,0,0,2,1
EGY00009135,أحمد سالم,الفيوم,سكني,36,562.87,450.21,0,3,0,0
EGY00009136,حسن حسين,الدقهلية,سكني,84,143.51,133.48,0,6,1,0
EGY00009137,إبراهيم أحمد,بورسعيد,سكني,6,79.29,36.86,5,0,2,1
EGY00009138,عائشة المصري,مطروح,سكني,52,122.54,65.74,0,4,1,1
EGY00009139,عبدالله سالم,البحر الأحمر,سكني,42,658.55,448.36,0,2,3,0
EGY00009140,مريم البدوي,المنوفية,تجاري,56,1474.48,1809.7,0,6,0,0
EGY00009141,شريف السيد,القاهرة,سكني,80,641.28,485.32,8,5,0,0
EGY00009142,رنا عبدالرحمن,مطروح,تجاري,32,2208.05,2675.43,0,0,0,0
EGY00009143,عائشة عبدالرحمن,جنوب سيناء,زراعي,11,194.37,165.9,6,2,0,0
EGY00009144,سامي الشريف,الأقصر,سكني,40,193.88,97.56,5,0,0,1
EGY00009145,يوسف نصر,الفيوم,سكني,3,85.56,80.22,0,0,0,1
EGY00009146,يوسف محمد,القليوبية,صناعي,16,4212.92,2573.86,0,0,0,1
EGY00009147,فاطمة الشريف,قنا,سكني,18,773.07,579.15,0,3,4,0
EGY00009148,طارق السيد,السويس,صناعي,24,3047.99,2932.02,0,0,0,0
EGY00009149,يوسف عباس,الجيزة,سكني,2,97.93,46.85,0,0,0,1
EGY00009150,خالد إبراهيم,كفر الشيخ,سكني,42,388.14,313.96,0,6,0,0
EGY00009151,ماجد المصري,كفر الشيخ,تجاري,20,419.87,556.28,9,6,0,0
EGY00009152,أمل فؤاد,القاهرة,سكني,120,145.74,142.54,0,0,2,0
EGY00009153,نور عبدالرحمن,البحيرة,تجاري,13,749.23,990.95,9,0,1,0
EGY00009154,عائشة أحمد,الجيزة,سكني,120,338.82,270.85,0,0,0,0
EGY00009155,مريم أحمد,الفيوم,صناعي,6,1747.88,895.84,0,4,1,1
EGY00009156,إبراهيم عثمان,الشرقية,سكني,110,986.11,681.28,0,0,0,0
EGY00009157,سارة علي,القليوبية,تجاري,103,1122.1,1424.9,0,0,0,0
EGY00009158,فاطمة فهمي,بني سويف,حكومي,28,4788.43,3929.45,0,0,0,0
EGY00009159,رنا المصري,قنا,سكني,78,340.07,150.88,0,2,3,1
EGY00009160,أحمد المصري,السويس,زراعي,49,878.91,425.36,0,4,0,0
EGY00009161,محمود سالم,الشرقية,سكني,13,835.14,609.72,0,3,0,0
EGY00009162,علي علي,الفيوم,سكني,3,698.24,551.08,0,5,0,0
EGY00009163,عائشة فؤاد,البحر الأحمر,سكني,21,240.34,140.45,0,5,0,1
EGY00009164,يوسف نصر,الإسكندرية,سكني,63,185.65,84.0,9,0,0,1
EGY00009165,سارة نصر,جنوب سيناء,تجاري,17,1056.91,824.4,0,1,0,1
EGY00009166,شريف الشريف,الإسكندرية,سكني,21,536.06,405.14,0,4,0,0
EGY00009167,عادل فؤاد,الوادي الجديد,زراعي,18,1495.72,739.52,0,0,0,0
EGY00009168,كريم الشريف,القاهرة,سكني,4,853.4,640.59,2,0,0,0
EGY00009169,دينا المصري,مطروح,تجاري,1,828.71,525.95,0,0,0,1
EGY00009170,دينا خليل,شمال سيناء,زراعي,25,1000.71,548.18,0,0,0,0
EGY00009171,سارة عثمان,القليوبية,سكني,51,374.56,296.57,9,4,0,0
EGY00009172,حسن حسين,بني سويف,سكني,41,540.75,399.53,0,2,4,0
EGY00009173,خالد نصر,أسيوط,تجاري,83,1703.26,2128.02,7,6,0,0
EGY00009174,عمر عباس,السويس,سكني,75,303.33,259.49,0,0,0,0
EGY00009175,هشام عباس,المنوفية,سكني,1,274.78,222.9,0,1,0,0
EGY00009176,إبراهيم علي,القليوبية,تجاري,12,1952.8,2400.24,5,3,0,0
EGY00009177,أمل فؤاد,الإسماعيلية,تجاري,4,1469.32,1821.72,0,0,4,0
EGY00009178,فاطمة إبراهيم,دمياط,سكني,4,905.4,673.81,0,0,0,0
EGY00009179,محمد صالح,القاهرة,صناعي,6,6563.99,6310.79,3,3,0,0
EGY00009180,فاطمة أحمد,أسيوط,حكومي,22,5120.8,4124.18,6,4,0,0
EGY00009181,فاطمة الجمال,كفر الشيخ,سكني,11,328.33,140.71,7,1,0,1
EGY00009182,هدى فؤاد,أسوان,تجاري,14,2185.7,2653.93,9,0,0,0
EGY00009183,دينا صالح,الإسماعيلية,تجاري,53,1596.04,1982.99,0,0,3,0
EGY00009184,مصطفى السيد,سوهاج,صناعي,7,8196.93,7824.16,0,0,1,0
EGY00009185,زينب محمد,الإسماعيلية,سكني,9,126.73,181.41,6,0,0,0
EGY00009186,وليد البدوي,الأقصر,سكني,23,430.41,239.2,7,0,0,1
EGY00009187,علي سالم,الجيزة,سكني,43,144.39,122.21,3,4,0,1
EGY00009188,كريم حسن,شمال سيناء,تجاري,120,948.97,585.48,0,0,0,1
EGY00009189,دينا إبراهيم,الجيزة,تجاري,38,982.38,1238.18,0,0,0,0
EGY00009190,هدى نصر,قنا,تجاري,22,210.36,351.12,0,0,3,0
EGY00009191,دينا السيد,أسوان,سكني,12,60.72,56.19,0,0,0,1
EGY00009192,عادل حسين,الجيزة,سكني,21,815.73,614.95,11,0,0,0
EGY00009193,يوسف فهمي,الإسماعيلية,سكني,17,543.16,431.19,0,0,1,0
EGY00009194,هدى خليل,الأقصر,سكني,69,81.89,41.01,0,6,0,1
EGY00009195,عائشة علي,دمياط,سكني,90,422.95,294.93,2,0,0,0
EGY00009196,عائشة عباس,الأقصر,تجاري,26,1262.1,1554.79,0,0,0,0
EGY00009197,عائشة أحمد,بورسعيد,سكني,23,111.39,162.54,0,0,0,0
EGY00009198,فاطمة حسين,الإسماعيلية,سكني,17,241.69,250.07,0,0,0,0
EGY00009199,وليد عبدالرحمن,شمال سيناء,سكني,51,861.89,654.65,0,0,1,0
EGY00009200,هدى أحمد,المنيا,سكني,47,315.99,284.48,2,0,0,0
EGY00009201,إبراهيم خليل,القاهرة,سكني,73,520.7,369.52,0,6,0,0
EGY00009202,كريم فهمي,الدقهلية,تجاري,20,1093.53,1337.89,6,0,0,0
EGY00009203,شريف سالم,القليوبية,تجاري,9,497.6,683.35,4,0,0,0
EGY00009204,عبدالله صالح,سوهاج,سكني,101,197.04,177.86,0,0,0,0
EGY00009205,مصطفى محمد,البحيرة,سكني,3,485.56,366.31,0,5,0,0
EGY00009206,كريم محمد,سوهاج,سكني,11,139.56,89.67,0,0,0,1
EGY00009207,وليد حسين,أسوان,سكني,46,760.52,593.85,0,0,0,0
EGY00009208,عادل نصر,بورسعيد,سكني,14,221.53,169.65,0,4,0,0
EGY00009209,محمود البدوي,شمال سيناء,سكني,40,612.84,457.87,6,0,0,0
EGY00009210,عمر فؤاد,بني سويف,سكني,9,492.48,229.47,0,0,0,1
EGY00009211,عبدالله عباس,كفر الشيخ,سكني,10,233.32,237.0,0,0,0,0
EGY00009212,عمر حسين,سوهاج,صناعي,22,8696.0,8287.4,10,0,0,0
EGY00009213,أحمد عباس,قنا,سكني,11,969.62,651.93,0,0,0,0
EGY00009214,كريم عباس,المنيا,سكني,6,873.28,595.41,0,0,0,0
EGY00009215,شريف فهمي,سوهاج,سكني,17,442.46,227.9,0,0,0,1
EGY00009216,عادل حسن,الفيوم,تجاري,18,666.71,557.85,0,0,0,1
EGY00009217,عائشة عباس,الإسكندرية,سكني,91,211.35,183.67,0,0,0,0
EGY00009218,دينا فؤاد,الجيزة,سكني,7,900.91,632.76,1,3,0,0
EGY00009219,مصطفى الشريف,الوادي الجديد,سكني,10,367.51,338.67,0,1,0,0
EGY00009220,أحمد صالح,شمال سيناء,سكني,44,76.65,46.42,10,0,3,1
EGY00009221,إبراهيم محمد,البحيرة,سكني,2,198.04,180.34,0,0,2,0
EGY00009222,عائشة نصر,مطروح,سكني,20,949.21,686.65,0,6,0,0
EGY00009223,زينب عثمان,الوادي الجديد,حكومي,78,2999.56,2447.29,9,0,1,0
EGY00009224,يوسف خليل,شمال سيناء,تجاري,120,1121.7,1429.93,0,3,0,0
EGY00009225,هشام الشريف,دمياط,سكني,2,978.85,698.17,7,1,0,0
EGY00009226,حسن حسين,القاهرة,تجاري,16,675.48,541.8,8,0,0,1
EGY00009227,سارة حسن,قنا,تجاري,49,1148.32,1470.36,0,0,0,0
EGY00009228,رامي عباس,البحر الأحمر,تجاري,17,463.78,597.62,0,2,0,0
EGY00009229,أمل خليل,القليوبية,سكني,11,558.98,424.65,1,1,2,0
EGY00009230,شريف حسن,الإسماعيلية,سكني,48,533.29,182.21,0,2,0,1
EGY00009231,أحمد إبراهيم,الشرقية,سكني,25,389.24,166.53,8,2,1,1
EGY00009232,مصطفى عثمان,بني سويف,حكومي,5,3073.12,2524.49,10,0,0,0
EGY00009233,أحمد عثمان,الفيوم,سكني,22,206.53,212.53,7,0,0,0
EGY00009234,أحمد نصر,كفر الشيخ,سكني,21,50.14,43.71,0,0,0,1
EGY00009235,طارق البدوي,مطروح,تجاري,46,2096.64,2539.46,0,4,0,0
EGY00009236,رامي السيد,البحر الأحمر,صناعي,13,1224.29,544.01,0,4,0,1
EGY00009237,مريم صالح,البحر الأحمر,تجاري,6,315.39,195.22,0,4,0,1
EGY00009238,سارة إبراهيم,المنوفية,سكني,120,953.17,668.92,0,0,0,0
EGY00009239,مريم السيد,كفر الشيخ,سكني,20,858.04,620.06,0,0,0,0
EGY00009240,هشام سالم,القاهرة,سكني,12,169.6,189.3,0,0,3,0
EGY00009241,وليد أحمد,المنوفية,سكني,66,815.23,617.03,0,0,4,0
EGY00009242,علي سالم,القاهرة,سكني,19,631.35,480.56,0,0,0,0
EGY00009243,دينا سالم,المنوفية,سكني,83,747.98,578.41,2,0,0,0
